country,year,fertilityrate,life_expectancy,Total_population
El Salvador,1977,5.51,58.22,4.33
El Salvador,1978,5.39,58.09,4.42
El Salvador,1979,5.27,57.98,4.5
El Salvador,1980,5.14,57.96,4.58
El Salvador,1981,5.0,58.13,4.65
El Salvador,1982,4.87,58.53,4.72
El Salvador,1983,4.74,59.19,4.79
El Salvador,1984,4.61,60.11,4.86
El Salvador,1985,4.49,61.24,4.92
El Salvador,1986,4.37,62.54,4.99
El Salvador,1987,4.26,63.91,5.05
El Salvador,1988,4.15,65.28,5.12
El Salvador,1989,4.05,66.55,5.18
El Salvador,1990,3.95,67.7,5.25
El Salvador,1991,3.86,68.1,5.32
El Salvador,1992,3.78,68.9,5.39
El Salvador,1993,3.7,69.3,5.46
El Salvador,1994,3.61,69.6,5.53
El Salvador,1995,3.53,70.0,5.59
El Salvador,1996,3.43,70.3,5.64
El Salvador,1997,3.32,70.8,5.69
El Salvador,1998,3.2,71.0,5.74
El Salvador,1999,3.07,71.6,5.78
El Salvador,2000,2.93,71.9,5.81
El Salvador,2001,2.8,71.7,5.84
El Salvador,2002,2.68,72.5,5.87
El Salvador,2003,2.58,72.6,5.9
El Salvador,2004,2.5,72.8,5.93
El Salvador,2005,2.43,73.0,5.95
El Salvador,2006,2.39,73.3,5.97
El Salvador,2007,2.35,73.5,5.99
El Salvador,2008,2.32,73.7,6.0
El Salvador,2009,2.29,73.8,6.02
El Salvador,2010,2.26,74.1,6.04
El Salvador,2011,2.24,74.3,6.06
El Salvador,2012,2.21,74.5,6.07
El Salvador,2013,2.18,74.6,6.09
El Salvador,2014,2.16,74.8,6.11
El Salvador,2015,2.14,74.9,6.13
Equatorial Guinea,1800,5.51,29.8,0.08
Equatorial Guinea,1810,5.51,29.8,0.08
Equatorial Guinea,1820,5.51,29.8,0.08
Equatorial Guinea,1830,5.51,29.8,0.08
Equatorial Guinea,1840,5.51,29.8,0.09
Equatorial Guinea,1850,5.51,29.8,0.09
Equatorial Guinea,1860,5.51,29.8,0.09
Equatorial Guinea,1870,5.51,29.8,0.1
Equatorial Guinea,1880,5.51,29.8,0.1
Equatorial Guinea,1890,5.51,29.8,0.1
Equatorial Guinea,1900,5.51,29.8,0.11
Equatorial Guinea,1910,5.51,29.8,0.11
Equatorial Guinea,1920,5.51,29.8,0.11
Equatorial Guinea,1930,5.51,29.8,0.16
Equatorial Guinea,1940,5.51,29.8,0.17
Equatorial Guinea,1950,5.51,34.35,0.23
Equatorial Guinea,1951,5.5,34.55,0.23
Equatorial Guinea,1952,5.5,34.9,0.23
Equatorial Guinea,1953,5.5,35.25,0.23
Equatorial Guinea,1954,5.5,35.59,0.24
Equatorial Guinea,1955,5.5,35.95,0.24
Equatorial Guinea,1956,5.5,36.3,0.24
Equatorial Guinea,1957,5.5,36.65,0.24
Equatorial Guinea,1958,5.5,36.99,0.25
Equatorial Guinea,1959,5.5,37.34,0.25
Equatorial Guinea,1960,5.51,37.69,0.25
Equatorial Guinea,1961,5.52,38.04,0.26
Equatorial Guinea,1962,5.53,38.38,0.26
Equatorial Guinea,1963,5.55,38.73,0.26
Equatorial Guinea,1964,5.57,39.08,0.26
Equatorial Guinea,1965,5.6,39.44,0.27
Equatorial Guinea,1966,5.62,39.78,0.28
Equatorial Guinea,1967,5.64,40.13,0.28
Equatorial Guinea,1968,5.66,40.48,0.29
Equatorial Guinea,1969,5.67,40.82,0.29
Equatorial Guinea,1970,5.68,41.17,0.29
Equatorial Guinea,1971,5.68,41.52,0.28
Equatorial Guinea,1972,5.68,41.87,0.27
Equatorial Guinea,1973,5.68,42.21,0.26
Equatorial Guinea,1974,5.68,42.56,0.25
Equatorial Guinea,1975,5.67,42.91,0.24
Equatorial Guinea,1976,5.68,43.28,0.23
Equatorial Guinea,1977,5.68,43.65,0.22
Equatorial Guinea,1978,5.69,44.04,0.22
Equatorial Guinea,1979,5.71,44.44,0.22
Equatorial Guinea,1980,5.73,44.85,0.22
Equatorial Guinea,1981,5.75,45.26,0.23
Equatorial Guinea,1982,5.78,45.69,0.25
Equatorial Guinea,1983,5.8,46.11,0.27
Equatorial Guinea,1984,5.83,46.52,0.3
Equatorial Guinea,1985,5.85,46.92,0.31
Equatorial Guinea,1986,5.87,47.33,0.33
Equatorial Guinea,1987,5.88,47.73,0.34
Equatorial Guinea,1988,5.89,48.14,0.35
Equatorial Guinea,1989,5.9,48.52,0.37
Equatorial Guinea,1990,5.9,48.9,0.38
Equatorial Guinea,1991,5.9,48.7,0.39
Equatorial Guinea,1992,5.9,48.7,0.4
Equatorial Guinea,1993,5.9,48.6,0.42
Equatorial Guinea,1994,5.9,48.5,0.43
Equatorial Guinea,1995,5.9,48.5,0.45
Equatorial Guinea,1996,5.89,48.9,0.46
Equatorial Guinea,1997,5.87,50.3,0.48
Equatorial Guinea,1998,5.85,51.2,0.5
Equatorial Guinea,1999,5.81,52.0,0.51
Equatorial Guinea,2000,5.77,52.9,0.53
Equatorial Guinea,2001,5.73,54.0,0.55
Equatorial Guinea,2002,5.68,54.9,0.57
Equatorial Guinea,2003,5.63,55.3,0.59
Equatorial Guinea,2004,5.57,55.9,0.61
Equatorial Guinea,2005,5.52,56.0,0.63
Equatorial Guinea,2006,5.46,56.8,0.65
Equatorial Guinea,2007,5.39,57.1,0.67
Equatorial Guinea,2008,5.31,57.5,0.69
Equatorial Guinea,2009,5.23,58.0,0.71
Equatorial Guinea,2010,5.14,58.6,0.73
Equatorial Guinea,2011,5.04,58.7,0.75
Equatorial Guinea,2012,4.95,59.4,0.77
Equatorial Guinea,2013,4.85,60.5,0.8
Equatorial Guinea,2014,4.75,61.0,0.82
Equatorial Guinea,2015,4.65,61.0,0.85
Eritrea,1800,6.96,30.2,0.21
Eritrea,1810,6.96,30.2,0.21
Eritrea,1820,6.96,30.2,0.21
Eritrea,1830,6.96,30.2,0.23
Eritrea,1840,6.96,30.2,0.27
Eritrea,1850,6.96,30.2,0.31
Eritrea,1860,6.96,30.2,0.35
Eritrea,1870,6.96,30.2,0.4
Eritrea,1880,6.96,30.2,0.45
Eritrea,1890,6.96,30.2,0.52
Eritrea,1900,6.96,30.2,0.59
Eritrea,1910,6.96,30.2,0.67
Eritrea,1920,6.96,30.2,0.77
Eritrea,1930,6.95,30.2,0.88
Eritrea,1940,6.94,30.2,1.0
Eritrea,1950,6.92,36.29,1.14
Eritrea,1951,6.94,36.47,1.16
Eritrea,1952,6.96,36.75,1.18
Eritrea,1953,6.98,37.02,1.21
Eritrea,1954,6.99,37.29,1.23
Eritrea,1955,6.99,37.58,1.26
Eritrea,1956,6.98,37.86,1.29
Eritrea,1957,6.97,38.14,1.31
Eritrea,1958,6.95,38.42,1.34
Eritrea,1959,6.93,38.73,1.38
Eritrea,1960,6.9,39.03,1.41
Eritrea,1961,6.87,39.35,1.44
Eritrea,1962,6.84,39.69,1.48
Eritrea,1963,6.81,40.04,1.51
Eritrea,1964,6.78,40.41,1.55
Eritrea,1965,6.75,40.81,1.59
Eritrea,1966,6.73,41.22,1.63
Eritrea,1967,6.71,41.66,1.67
Eritrea,1968,6.69,42.1,1.71
Eritrea,1969,6.67,42.56,1.76
Eritrea,1970,6.65,43.02,1.81
Eritrea,1971,6.64,43.47,1.85
Eritrea,1972,6.63,43.92,1.91
Eritrea,1973,6.62,44.35,1.96
Eritrea,1974,6.62,44.75,2.01
Eritrea,1975,6.61,45.14,2.07
Eritrea,1976,6.62,45.49,2.13
Eritrea,1977,6.62,45.8,2.19
Eritrea,1978,6.62,46.09,2.25
Eritrea,1979,6.63,46.38,2.32
Eritrea,1980,6.63,46.66,2.38
Eritrea,1981,6.63,46.97,2.45
Eritrea,1982,6.62,47.33,2.53
Eritrea,1983,6.61,47.74,2.6
Eritrea,1984,6.59,48.21,2.68
Eritrea,1985,6.57,48.77,2.76
Eritrea,1986,6.55,49.38,2.84
Eritrea,1987,6.54,50.06,2.93
Eritrea,1988,6.52,50.8,3.02
Eritrea,1989,6.5,51.58,3.09
Eritrea,1990,6.49,52.4,3.14
Eritrea,1991,6.47,53.4,3.16
Eritrea,1992,6.44,54.9,3.16
Eritrea,1993,6.4,56.2,3.15
Eritrea,1994,6.35,57.0,3.15
Eritrea,1995,6.29,57.8,3.16
Eritrea,1996,6.23,58.4,3.2
Eritrea,1997,6.16,59.0,3.26
Eritrea,1998,6.09,58.8,3.34
Eritrea,1999,6.02,52.2,3.43
Eritrea,2000,5.94,37.6,3.54
Eritrea,2001,5.86,59.9,3.66
Eritrea,2002,5.77,60.0,3.79
Eritrea,2003,5.68,59.9,3.93
Eritrea,2004,5.58,60.0,4.06
Eritrea,2005,5.48,59.9,4.19
Eritrea,2006,5.37,60.0,4.3
Eritrea,2007,5.27,60.1,4.41
Eritrea,2008,5.16,60.1,4.5
Eritrea,2009,5.06,60.1,4.59
Eritrea,2010,4.97,60.1,4.69
Eritrea,2011,4.88,60.2,4.79
Eritrea,2012,4.79,60.3,4.89
Eritrea,2013,4.7,60.4,5.0
Eritrea,2014,4.61,60.6,5.11
Eritrea,2015,4.52,60.7,5.23
Estonia,1800,5.59,36.14,0.33
Estonia,1810,4.99,34.86,0.33
Estonia,1820,5.01,43.39,0.34
Estonia,1830,5.0,35.38,0.37
Estonia,1840,4.48,36.89,0.4
Estonia,1850,4.46,34.02,0.44
Estonia,1860,4.93,39.0,0.48
Estonia,1870,4.36,41.25,0.53
Estonia,1880,4.16,40.09,0.58
Estonia,1890,3.87,42.27,0.63
Estonia,1900,3.88,43.15,0.7
Estonia,1910,3.43,47.04,0.76
Estonia,1920,2.57,46.36,0.84
Estonia,1930,2.33,54.81,0.92
Estonia,1940,2.16,56.8,1.0
Estonia,1950,2.09,58.67,1.1
Estonia,1951,2.08,59.91,1.11
Estonia,1952,2.07,61.13,1.13
Estonia,1953,2.05,63.7,1.14
Estonia,1954,2.04,65.05,1.15
Estonia,1955,2.02,65.73,1.16
Estonia,1956,2.01,67.36,1.17
Estonia,1957,1.99,67.84,1.18
Estonia,1958,1.98,68.29,1.19
Estonia,1959,1.96,68.72,1.2
Estonia,1960,1.95,69.42,1.22
Estonia,1961,1.95,69.74,1.23
Estonia,1962,1.94,69.93,1.25
Estonia,1963,1.95,69.99,1.26
Estonia,1964,1.95,70.74,1.28
Estonia,1965,1.97,70.81,1.29
Estonia,1966,1.99,70.78,1.31
Estonia,1967,2.01,71.08,1.32
Estonia,1968,2.04,70.7,1.33
Estonia,1969,2.07,70.4,1.35
Estonia,1970,2.1,70.51,1.36
Estonia,1971,2.12,70.71,1.37
Estonia,1972,2.13,70.48,1.39
Estonia,1973,2.13,70.83,1.4
Estonia,1974,2.13,70.94,1.41
Estonia,1975,2.11,70.26,1.42
Estonia,1976,2.1,69.88,1.43
Estonia,1977,2.08,70.01,1.44
Estonia,1978,2.07,69.87,1.45
Estonia,1979,2.06,69.66,1.46
Estonia,1980,2.06,69.75,1.47
Estonia,1981,2.08,69.62,1.48
Estonia,1982,2.1,70.03,1.49
Estonia,1983,2.13,69.95,1.5
Estonia,1984,2.17,69.83,1.51
Estonia,1985,2.19,69.97,1.52
Estonia,1986,2.19,71.11,1.54
Estonia,1987,2.17,71.13,1.55
Estonia,1988,2.12,71.17,1.56
Estonia,1989,2.04,70.73,1.57
Estonia,1990,1.94,70.1,1.57
Estonia,1991,1.83,69.6,1.55
Estonia,1992,1.71,69.3,1.52
Estonia,1993,1.6,68.2,1.49
Estonia,1994,1.51,66.3,1.46
Estonia,1995,1.43,67.7,1.43
Estonia,1996,1.38,69.8,1.42
Estonia,1997,1.34,70.0,1.41
Estonia,1998,1.32,69.5,1.41
Estonia,1999,1.31,70.2,1.4
Estonia,2000,1.32,70.4,1.4
Estonia,2001,1.34,70.0,1.39
Estonia,2002,1.38,70.9,1.38
Estonia,2003,1.42,71.5,1.37
Estonia,2004,1.47,72.0,1.36
Estonia,2005,1.52,72.5,1.36
Estonia,2006,1.57,72.9,1.35
Estonia,2007,1.6,73.0,1.34
Estonia,2008,1.62,74.2,1.34
Estonia,2009,1.63,74.9,1.34
Estonia,2010,1.63,76.4,1.33
Estonia,2011,1.62,76.3,1.33
Estonia,2012,1.61,76.7,1.32
Estonia,2013,1.6,77.5,1.32
Estonia,2014,1.61,77.6,1.32
Estonia,2015,1.62,77.8,1.31
Ethiopia,1800,7.17,29.7,2.95
Ethiopia,1810,7.17,29.7,2.95
Ethiopia,1820,7.17,29.7,3.06
Ethiopia,1830,7.17,26.0,3.41
Ethiopia,1840,7.17,29.7,3.92
Ethiopia,1850,7.17,29.7,4.52
Ethiopia,1860,7.17,29.7,5.19
Ethiopia,1870,7.17,29.7,5.96
Ethiopia,1880,7.17,27.0,6.83
Ethiopia,1890,7.17,4.0,7.83
Ethiopia,1900,7.17,29.7,8.99
Ethiopia,1910,7.17,29.7,10.32
Ethiopia,1920,7.17,29.7,11.86
Ethiopia,1930,7.21,29.7,13.65
Ethiopia,1940,7.28,28.0,15.72
Ethiopia,1950,7.35,32.95,18.13
Ethiopia,1951,7.3,33.09,18.47
Ethiopia,1952,7.2,33.41,18.82
Ethiopia,1953,7.12,33.8,19.18
Ethiopia,1954,7.05,34.23,19.56
Ethiopia,1955,6.99,34.72,19.95
Ethiopia,1956,6.95,35.25,20.35
Ethiopia,1957,6.92,32.41,20.76
Ethiopia,1958,6.9,30.37,21.2
Ethiopia,1959,6.89,37.08,21.66
Ethiopia,1960,6.88,37.72,22.15
Ethiopia,1961,6.88,38.35,22.67
Ethiopia,1962,6.88,38.94,23.22
Ethiopia,1963,6.87,39.49,23.8
Ethiopia,1964,6.87,39.36,24.4
Ethiopia,1965,6.86,38.13,25.01
Ethiopia,1966,6.87,39.09,25.64
Ethiopia,1967,6.88,41.09,26.28
Ethiopia,1968,6.9,41.38,26.95
Ethiopia,1969,6.94,41.65,27.65
Ethiopia,1970,6.98,41.9,28.41
Ethiopia,1971,7.02,42.14,29.25
Ethiopia,1972,7.06,41.98,30.14
Ethiopia,1973,7.09,39.85,31.03
Ethiopia,1974,7.12,37.71,31.86
Ethiopia,1975,7.14,38.78,32.57
Ethiopia,1976,7.17,42.86,33.14
Ethiopia,1977,7.2,42.41,33.61
Ethiopia,1978,7.23,42.07,34.05
Ethiopia,1979,7.27,42.74,34.57
Ethiopia,1980,7.32,42.8,35.24
Ethiopia,1981,7.36,42.87,36.09
Ethiopia,1982,7.4,42.93,37.11
Ethiopia,1983,7.42,42.5,38.26
Ethiopia,1984,7.44,39.46,39.49
Ethiopia,1985,7.44,35.43,40.78
Ethiopia,1986,7.42,41.39,42.1
Ethiopia,1987,7.39,43.95,43.47
Ethiopia,1988,7.35,44.4,44.91
Ethiopia,1989,7.3,44.82,46.43
Ethiopia,1990,7.25,45.2,48.06
Ethiopia,1991,7.19,46.9,49.78
Ethiopia,1992,7.14,47.8,51.6
Ethiopia,1993,7.09,48.4,53.48
Ethiopia,1994,7.05,48.8,55.37
Ethiopia,1995,7.0,49.2,57.24
Ethiopia,1996,6.94,50.0,59.08
Ethiopia,1997,6.86,50.6,60.89
Ethiopia,1998,6.77,51.1,62.71
Ethiopia,1999,6.66,50.6,64.55
Ethiopia,2000,6.53,52.1,66.44
Ethiopia,2001,6.38,52.7,68.39
Ethiopia,2002,6.22,53.6,70.39
Ethiopia,2003,6.05,54.3,72.43
Ethiopia,2004,5.87,55.2,74.51
Ethiopia,2005,5.69,56.1,76.61
Ethiopia,2006,5.52,57.2,78.74
Ethiopia,2007,5.35,58.6,80.89
Ethiopia,2008,5.19,60.0,83.08
Ethiopia,2009,5.04,61.2,85.3
Ethiopia,2010,4.9,62.1,87.56
Ethiopia,2011,4.77,62.9,89.86
Ethiopia,2012,4.64,63.6,92.19
Ethiopia,2013,4.52,64.2,94.56
Ethiopia,2014,4.4,64.7,96.96
Ethiopia,2015,4.28,65.2,99.39
Fiji,1800,6.45,26.1,0.13
Fiji,1810,6.45,26.1,0.13
Fiji,1820,6.45,26.1,0.13
Fiji,1830,6.45,26.1,0.14
Fiji,1840,6.45,26.1,0.14
Fiji,1850,6.45,26.1,0.14
Fiji,1860,6.45,26.1,0.13
Fiji,1870,6.45,26.1,0.13
Fiji,1880,6.45,26.1,0.13
Fiji,1890,6.45,26.1,0.12
Fiji,1900,6.45,26.1,0.12
Fiji,1910,5.89,26.1,0.14
Fiji,1920,5.34,26.1,0.16
Fiji,1930,4.78,31.1,0.18
Fiji,1940,5.17,41.11,0.22
Fiji,1950,6.3,51.03,0.29
Fiji,1951,6.4,51.3,0.3
Fiji,1952,6.59,51.85,0.3
Fiji,1953,6.73,52.38,0.31
Fiji,1954,6.82,52.9,0.32
Fiji,1955,6.87,53.4,0.33
Fiji,1956,6.87,53.89,0.35
Fiji,1957,6.83,54.36,0.36
Fiji,1958,6.74,54.81,0.37
Fiji,1959,6.62,55.26,0.38
Fiji,1960,6.46,55.7,0.39
Fiji,1961,6.28,56.12,0.41
Fiji,1962,6.09,56.54,0.42
Fiji,1963,5.88,56.94,0.44
Fiji,1964,5.68,57.35,0.45
Fiji,1965,5.48,57.75,0.46
Fiji,1966,5.28,58.14,0.48
Fiji,1967,5.08,58.52,0.49
Fiji,1968,4.89,58.89,0.5
Fiji,1969,4.71,59.26,0.51
Fiji,1970,4.54,59.61,0.52
Fiji,1971,4.4,59.96,0.53
Fiji,1972,4.28,60.29,0.54
Fiji,1973,4.18,60.6,0.55
Fiji,1974,4.11,60.91,0.57
Fiji,1975,4.05,61.21,0.58
Fiji,1976,4.02,61.5,0.59
Fiji,1977,3.99,61.8,0.6
Fiji,1978,3.97,62.09,0.61
Fiji,1979,3.94,62.37,0.62
Fiji,1980,3.91,62.65,0.64
Fiji,1981,3.86,62.92,0.65
Fiji,1982,3.81,63.2,0.67
Fiji,1983,3.76,63.46,0.69
Fiji,1984,3.69,63.71,0.7
Fiji,1985,3.63,63.96,0.71
Fiji,1986,3.57,64.2,0.72
Fiji,1987,3.51,64.43,0.72
Fiji,1988,3.47,64.66,0.72
Fiji,1989,3.43,64.88,0.72
Fiji,1990,3.4,65.1,0.73
Fiji,1991,3.37,65.1,0.74
Fiji,1992,3.35,65.0,0.74
Fiji,1993,3.33,64.8,0.76
Fiji,1994,3.31,64.7,0.77
Fiji,1995,3.28,64.5,0.78
Fiji,1996,3.24,64.3,0.78
Fiji,1997,3.21,64.1,0.79
Fiji,1998,3.17,64.2,0.8
Fiji,1999,3.13,64.1,0.81
Fiji,2000,3.09,64.2,0.81
Fiji,2001,3.05,64.4,0.81
Fiji,2002,3.0,64.5,0.82
Fiji,2003,2.95,64.6,0.82
Fiji,2004,2.91,64.7,0.82
Fiji,2005,2.86,64.8,0.82
Fiji,2006,2.82,64.8,0.83
Fiji,2007,2.77,64.9,0.83
Fiji,2008,2.74,64.9,0.84
Fiji,2009,2.7,64.9,0.85
Fiji,2010,2.67,65.2,0.86
Fiji,2011,2.64,65.3,0.87
Fiji,2012,2.62,65.4,0.87
Fiji,2013,2.59,65.6,0.88
Fiji,2014,2.56,65.7,0.89
Fiji,2015,2.54,65.8,0.89
Finland,1800,4.92,36.57,0.98
Finland,1810,5.1,36.95,1.07
Finland,1820,4.55,37.29,1.19
Finland,1830,4.85,36.3,1.33
Finland,1840,4.59,41.47,1.47
Finland,1850,4.78,37.35,1.61
Finland,1860,4.84,38.15,1.73
Finland,1870,4.86,45.66,1.85
Finland,1880,5.01,39.67,2.05
Finland,1890,4.83,44.61,2.36
Finland,1900,4.83,41.8,2.63
Finland,1910,4.6,48.53,2.93
Finland,1920,3.76,47.55,3.14
Finland,1930,2.75,54.47,3.45
Finland,1940,2.15,46.65,3.7
Finland,1950,3.16,64.25,4.01
Finland,1951,3.01,65.68,4.05
Finland,1952,3.06,66.56,4.1
Finland,1953,2.96,66.63,4.14
Finland,1954,2.93,67.59,4.19
Finland,1955,2.93,67.39,4.24
Finland,1956,2.91,68.01,4.28
Finland,1957,2.86,67.51,4.32
Finland,1958,2.68,68.65,4.36
Finland,1959,2.75,68.83,4.4
Finland,1960,2.71,69.03,4.43
Finland,1961,2.65,69.07,4.46
Finland,1962,2.66,68.78,4.49
Finland,1963,2.66,69.19,4.52
Finland,1964,2.58,69.4,4.55
Finland,1965,2.46,69.16,4.56
Finland,1966,2.41,69.68,4.58
Finland,1967,2.32,69.86,4.58
Finland,1968,2.15,69.82,4.59
Finland,1969,1.94,69.7,4.6
Finland,1970,1.83,70.4,4.61
Finland,1971,1.7,70.22,4.62
Finland,1972,1.59,70.91,4.64
Finland,1973,1.5,71.42,4.67
Finland,1974,1.62,71.34,4.69
Finland,1975,1.69,71.89,4.71
Finland,1976,1.72,72.04,4.73
Finland,1977,1.69,72.56,4.74
Finland,1978,1.65,73.13,4.75
Finland,1979,1.64,73.42,4.76
Finland,1980,1.63,73.71,4.78
Finland,1981,1.65,74.03,4.8
Finland,1982,1.72,74.6,4.83
Finland,1983,1.74,74.51,4.85
Finland,1984,1.7,74.82,4.88
Finland,1985,1.64,74.49,4.9
Finland,1986,1.6,74.86,4.92
Finland,1987,1.59,74.89,4.94
Finland,1988,1.7,74.85,4.95
Finland,1989,1.71,75.07,4.97
Finland,1990,1.79,75.1,4.99
Finland,1991,1.8,75.4,5.01
Finland,1992,1.85,75.7,5.03
Finland,1993,1.81,76.0,5.06
Finland,1994,1.85,76.4,5.09
Finland,1995,1.81,76.7,5.11
Finland,1996,1.76,76.8,5.13
Finland,1997,1.75,77.1,5.14
Finland,1998,1.71,77.3,5.15
Finland,1999,1.73,77.5,5.16
Finland,2000,1.73,77.8,5.18
Finland,2001,1.73,78.1,5.19
Finland,2002,1.72,78.3,5.2
Finland,2003,1.76,78.5,5.21
Finland,2004,1.8,78.8,5.23
Finland,2005,1.8,79.0,5.25
Finland,2006,1.84,79.2,5.27
Finland,2007,1.83,79.4,5.29
Finland,2008,1.85,79.6,5.31
Finland,2009,1.86,79.8,5.34
Finland,2010,1.87,80.0,5.37
Finland,2011,1.83,80.3,5.4
Finland,2012,1.8,80.5,5.42
Finland,2013,1.85,80.8,5.45
Finland,2014,1.85,80.9,5.48
Finland,2015,1.86,80.9,5.5
France,1800,4.41,33.97,29.36
France,1810,3.9,37.4,30.29
France,1820,3.84,39.21,31.55
France,1830,3.72,39.56,33.17
France,1840,3.56,40.37,34.85
France,1850,3.49,43.28,36.28
France,1860,3.4,43.33,37.46
France,1870,3.44,36.41,38.17
France,1880,3.36,42.73,39.01
France,1890,2.95,43.36,40.02
France,1900,2.8,45.08,40.63
France,1910,2.57,51.37,41.29
France,1920,2.69,51.6,39.07
France,1930,2.3,56.87,41.66
France,1940,2.0,49.45,40.93
France,1950,2.83,66.43,41.88
France,1951,2.81,66.17,42.07
France,1952,2.76,67.46,42.37
France,1953,2.72,67.4,42.72
France,1954,2.7,68.27,43.12
France,1955,2.68,68.54,43.53
France,1956,2.69,68.57,43.95
France,1957,2.7,69.0,44.38
France,1958,2.72,70.24,44.83
France,1959,2.74,70.27,45.32
France,1960,2.77,70.49,45.87
France,1961,2.8,71.07,46.47
France,1962,2.81,70.61,47.12
France,1963,2.81,70.46,47.78
France,1964,2.8,71.43,48.4
France,1965,2.77,71.26,48.95
France,1966,2.73,71.67,49.41
France,1967,2.68,71.67,49.79
France,1968,2.62,71.66,50.13
France,1969,2.56,71.4,50.47
France,1970,2.49,72.29,50.84
France,1971,2.41,72.27,51.27
France,1972,2.33,72.52,51.74
France,1973,2.24,72.69,52.21
France,1974,2.14,73.04,52.65
France,1975,2.06,73.13,53.01
France,1976,1.98,73.38,53.29
France,1977,1.92,73.99,53.51
France,1978,1.87,74.12,53.69
France,1979,1.85,74.43,53.86
France,1980,1.83,74.53,54.05
France,1981,1.84,74.69,54.28
France,1982,1.84,75.07,54.53
France,1983,1.85,75.06,54.8
France,1984,1.85,75.56,55.08
France,1985,1.84,75.67,55.38
France,1986,1.83,75.95,55.69
France,1987,1.81,76.55,56.01
France,1988,1.79,76.78,56.33
France,1989,1.77,76.91,56.64
France,1990,1.75,77.2,56.94
France,1991,1.74,77.3,57.23
France,1992,1.72,77.6,57.5
France,1993,1.72,77.7,57.75
France,1994,1.72,78.0,57.99
France,1995,1.72,78.2,58.22
France,1996,1.74,78.4,58.44
France,1997,1.75,78.7,58.65
France,1998,1.77,78.7,58.87
France,1999,1.8,78.8,59.11
France,2000,1.82,79.1,59.39
France,2001,1.84,79.2,59.71
France,2002,1.87,79.4,60.08
France,2003,1.89,79.6,60.46
France,2004,1.92,80.2,60.86
France,2005,1.94,80.4,61.24
France,2006,1.95,80.7,61.61
France,2007,1.96,81.0,61.97
France,2008,1.97,81.1,62.31
France,2009,1.98,81.2,62.64
France,2010,1.98,81.4,62.96
France,2011,1.98,81.6,63.27
France,2012,1.98,81.6,63.56
France,2013,1.98,81.7,63.84
France,2014,1.98,81.7,64.12
France,2015,1.98,81.8,64.4
Gabon,1800,6.5,30.6,0.16
Gabon,1810,6.5,30.6,0.16
Gabon,1820,6.5,30.6,0.16
Gabon,1830,6.5,30.6,0.17
Gabon,1840,6.5,30.6,0.19
Gabon,1850,6.5,30.6,0.2
Gabon,1860,6.5,30.6,0.22
Gabon,1870,6.5,30.6,0.24
Gabon,1880,6.5,30.6,0.26
Gabon,1890,6.5,30.6,0.29
Gabon,1900,6.5,30.6,0.31
Gabon,1910,6.5,30.6,0.34
Gabon,1920,6.5,30.6,0.37
Gabon,1930,5.99,30.6,0.4
Gabon,1940,4.97,30.6,0.44
Gabon,1950,3.95,35.59,0.47
Gabon,1951,3.95,35.84,0.48
Gabon,1952,3.97,36.34,0.48
Gabon,1953,3.99,36.8,0.48
Gabon,1954,4.03,37.19,0.48
Gabon,1955,4.07,37.54,0.48
Gabon,1956,4.12,37.83,0.48
Gabon,1957,4.17,38.1,0.49
Gabon,1958,4.24,38.33,0.49
Gabon,1959,4.31,38.56,0.49
Gabon,1960,4.38,38.83,0.5
Gabon,1961,4.46,39.15,0.5
Gabon,1962,4.54,39.56,0.51
Gabon,1963,4.62,40.07,0.52
Gabon,1964,4.69,40.7,0.52
Gabon,1965,4.77,41.42,0.53
Gabon,1966,4.83,42.21,0.54
Gabon,1967,4.9,43.06,0.55
Gabon,1968,4.96,43.9,0.57
Gabon,1969,5.02,44.74,0.58
Gabon,1970,5.08,45.55,0.59
Gabon,1971,5.14,46.35,0.6
Gabon,1972,5.21,47.13,0.61
Gabon,1973,5.28,47.9,0.62
Gabon,1974,5.34,48.68,0.64
Gabon,1975,5.41,49.45,0.65
Gabon,1976,5.48,50.23,0.66
Gabon,1977,5.54,51.01,0.68
Gabon,1978,5.6,51.81,0.69
Gabon,1979,5.65,52.61,0.71
Gabon,1980,5.68,53.42,0.73
Gabon,1981,5.71,54.24,0.75
Gabon,1982,5.72,55.07,0.77
Gabon,1983,5.72,55.88,0.79
Gabon,1984,5.71,56.66,0.81
Gabon,1985,5.69,57.4,0.83
Gabon,1986,5.65,58.04,0.85
Gabon,1987,5.61,58.58,0.88
Gabon,1988,5.55,59.0,0.9
Gabon,1989,5.49,59.32,0.93
Gabon,1990,5.42,59.5,0.95
Gabon,1991,5.34,59.8,0.98
Gabon,1992,5.26,60.2,1.0
Gabon,1993,5.17,60.1,1.03
Gabon,1994,5.08,59.9,1.06
Gabon,1995,4.99,59.8,1.09
Gabon,1996,4.9,59.6,1.11
Gabon,1997,4.81,59.9,1.14
Gabon,1998,4.74,60.0,1.17
Gabon,1999,4.66,59.7,1.2
Gabon,2000,4.6,59.3,1.23
Gabon,2001,4.54,59.0,1.26
Gabon,2002,4.49,59.4,1.29
Gabon,2003,4.45,59.4,1.32
Gabon,2004,4.41,59.4,1.35
Gabon,2005,4.37,60.1,1.38
Gabon,2006,4.34,60.9,1.41
Gabon,2007,4.3,61.6,1.44
Gabon,2008,4.28,61.7,1.47
