country,year,fertilityrate,life_expectancy,Total_population
Tanzania,1930,6.73,32.2,5.14
Tanzania,1940,6.72,32.2,6.41
Tanzania,1950,6.7,41.34,7.65
Tanzania,1951,6.71,41.66,7.85
Tanzania,1952,6.73,42.19,8.06
Tanzania,1953,6.75,42.69,8.27
Tanzania,1954,6.77,43.18,8.5
Tanzania,1955,6.78,43.63,8.74
Tanzania,1956,6.79,44.05,8.99
Tanzania,1957,6.8,44.46,9.24
Tanzania,1958,6.8,44.84,9.51
Tanzania,1959,6.81,45.22,9.79
Tanzania,1960,6.81,45.57,10.07
Tanzania,1961,6.81,45.91,10.37
Tanzania,1962,6.8,46.26,10.68
Tanzania,1963,6.8,46.62,11.01
Tanzania,1964,6.8,46.99,11.34
Tanzania,1965,6.8,47.37,11.68
Tanzania,1966,6.8,47.77,12.04
Tanzania,1967,6.79,48.19,12.41
Tanzania,1968,6.79,48.62,12.79
Tanzania,1969,6.78,49.07,13.19
Tanzania,1970,6.77,49.53,13.61
Tanzania,1971,6.77,50.03,14.05
Tanzania,1972,6.76,50.55,14.51
Tanzania,1973,6.76,51.09,14.98
Tanzania,1974,6.76,51.65,15.48
Tanzania,1975,6.75,52.19,15.98
Tanzania,1976,6.74,52.71,16.49
Tanzania,1977,6.73,53.19,17.02
Tanzania,1978,6.71,53.61,17.56
Tanzania,1979,6.69,53.98,18.11
Tanzania,1980,6.65,54.29,18.68
Tanzania,1981,6.62,54.56,19.28
Tanzania,1982,6.58,54.82,19.89
Tanzania,1983,6.54,55.05,20.53
Tanzania,1984,6.5,55.26,21.18
Tanzania,1985,6.47,55.44,21.84
Tanzania,1986,6.42,55.54,22.52
Tanzania,1987,6.38,55.58,23.2
Tanzania,1988,6.33,55.51,23.91
Tanzania,1989,6.27,55.39,24.66
Tanzania,1990,6.21,55.2,25.46
Tanzania,1991,6.15,55.1,26.31
Tanzania,1992,6.08,54.7,27.2
Tanzania,1993,6.01,54.5,28.12
Tanzania,1994,5.95,54.0,29.03
Tanzania,1995,5.88,53.9,29.9
Tanzania,1996,5.83,53.8,30.73
Tanzania,1997,5.78,53.8,31.53
Tanzania,1998,5.74,53.7,32.32
Tanzania,1999,5.71,53.8,33.14
Tanzania,2000,5.69,54.3,33.99
Tanzania,2001,5.68,54.8,34.9
Tanzania,2002,5.67,55.4,35.86
Tanzania,2003,5.66,55.9,36.87
Tanzania,2004,5.65,56.5,37.94
Tanzania,2005,5.64,57.1,39.07
Tanzania,2006,5.62,57.9,40.26
Tanzania,2007,5.59,59.1,41.52
Tanzania,2008,5.54,60.4,42.84
Tanzania,2009,5.49,60.8,44.22
Tanzania,2010,5.43,61.4,45.65
Tanzania,2011,5.36,61.7,47.12
Tanzania,2012,5.29,61.9,48.65
Tanzania,2013,5.21,62.7,50.21
Tanzania,2014,5.14,63.3,51.82
Tanzania,2015,5.07,64.1,53.47
Thailand,1800,6.35,30.4,4.66
Thailand,1810,6.35,30.4,4.66
Thailand,1820,6.35,30.4,4.71
Thailand,1830,6.35,30.4,4.85
Thailand,1840,6.35,30.4,5.04
Thailand,1850,6.35,30.4,5.25
Thailand,1860,6.35,30.4,5.52
Thailand,1870,6.35,30.4,5.85
Thailand,1880,6.35,30.4,6.27
Thailand,1890,6.35,30.4,6.78
Thailand,1900,6.35,30.4,7.48
Thailand,1910,6.35,30.4,8.49
Thailand,1920,6.35,30.4,10.02
Thailand,1930,6.31,30.4,12.68
Thailand,1940,6.22,39.3,15.87
Thailand,1950,6.13,50.97,20.71
Thailand,1951,6.13,51.14,21.26
Thailand,1952,6.14,51.5,21.84
Thailand,1953,6.14,51.9,22.44
Thailand,1954,6.14,52.32,23.06
Thailand,1955,6.14,52.78,23.71
Thailand,1956,6.14,53.28,24.39
Thailand,1957,6.14,53.8,25.1
Thailand,1958,6.14,54.35,25.83
Thailand,1959,6.14,54.91,26.6
Thailand,1960,6.15,55.46,27.4
Thailand,1961,6.15,56.01,28.22
Thailand,1962,6.16,56.51,29.08
Thailand,1963,6.16,56.98,29.97
Thailand,1964,6.15,57.4,30.88
Thailand,1965,6.13,57.8,31.82
Thailand,1966,6.08,58.18,32.79
Thailand,1967,6.01,58.56,33.78
Thailand,1968,5.9,58.96,34.79
Thailand,1969,5.76,59.39,35.83
Thailand,1970,5.6,59.86,36.88
Thailand,1971,5.4,60.33,37.96
Thailand,1972,5.18,60.82,39.06
Thailand,1973,4.95,61.29,40.16
Thailand,1974,4.72,61.77,41.26
Thailand,1975,4.49,62.24,42.33
Thailand,1976,4.26,62.7,43.39
Thailand,1977,4.03,63.15,44.42
Thailand,1978,3.81,63.62,45.42
Thailand,1979,3.59,64.1,46.41
Thailand,1980,3.39,64.62,47.39
Thailand,1981,3.2,65.22,48.34
Thailand,1982,3.02,65.91,49.27
Thailand,1983,2.86,66.69,50.18
Thailand,1984,2.71,67.52,51.11
Thailand,1985,2.57,68.36,52.04
Thailand,1986,2.45,69.15,53.0
Thailand,1987,2.35,69.84,53.98
Thailand,1988,2.26,70.38,54.93
Thailand,1989,2.18,70.76,55.81
Thailand,1990,2.11,71.0,56.58
Thailand,1991,2.06,71.0,57.23
Thailand,1992,2.0,70.9,57.76
Thailand,1993,1.96,70.8,58.24
Thailand,1994,1.91,70.6,58.72
Thailand,1995,1.87,70.6,59.27
Thailand,1996,1.82,70.6,59.88
Thailand,1997,1.78,70.5,60.54
Thailand,1998,1.75,70.4,61.25
Thailand,1999,1.71,70.5,61.97
Thailand,2000,1.68,70.7,62.69
Thailand,2001,1.64,71.2,63.42
Thailand,2002,1.62,71.7,64.14
Thailand,2003,1.59,72.1,64.82
Thailand,2004,1.56,72.2,65.4
Thailand,2005,1.54,73.1,65.86
Thailand,2006,1.52,73.5,66.17
Thailand,2007,1.5,73.8,66.35
Thailand,2008,1.48,73.9,66.45
Thailand,2009,1.46,74.0,66.55
Thailand,2010,1.44,74.2,66.69
Thailand,2011,1.43,74.3,66.9
Thailand,2012,1.41,74.4,67.16
Thailand,2013,1.4,74.4,67.45
Thailand,2014,1.39,74.6,67.73
Thailand,2015,1.38,74.7,67.96
Togo,1800,6.34,31.3,0.45
Togo,1810,6.34,31.3,0.45
Togo,1820,6.34,31.3,0.46
Togo,1830,6.34,31.3,0.49
Togo,1840,6.34,31.3,0.53
Togo,1850,6.34,31.3,0.58
Togo,1860,6.34,31.3,0.63
Togo,1870,6.34,31.3,0.69
Togo,1880,6.34,31.3,0.75
Togo,1890,6.34,31.3,0.82
Togo,1900,6.34,31.3,0.9
Togo,1910,6.34,31.3,0.98
Togo,1920,6.34,31.3,1.07
Togo,1930,6.34,31.3,1.17
Togo,1940,6.34,31.3,1.27
Togo,1950,6.34,34.31,1.4
Togo,1951,6.33,34.69,1.43
Togo,1952,6.33,35.42,1.44
Togo,1953,6.33,36.15,1.45
Togo,1954,6.34,36.86,1.46
Togo,1955,6.36,37.57,1.47
Togo,1956,6.38,38.28,1.49
Togo,1957,6.4,38.98,1.51
Togo,1958,6.44,39.68,1.54
Togo,1959,6.48,40.38,1.56
Togo,1960,6.52,41.06,1.58
Togo,1961,6.57,41.74,1.6
Togo,1962,6.62,42.42,1.61
Togo,1963,6.68,43.1,1.63
Togo,1964,6.73,43.77,1.66
Togo,1965,6.79,44.43,1.71
Togo,1966,6.85,45.09,1.77
Togo,1967,6.91,45.75,1.86
Togo,1968,6.97,46.41,1.95
Togo,1969,7.03,47.07,2.03
Togo,1970,7.08,47.72,2.12
Togo,1971,7.14,48.36,2.19
Togo,1972,7.18,49.0,2.25
Togo,1973,7.22,49.63,2.3
Togo,1974,7.25,50.26,2.36
Togo,1975,7.28,50.88,2.41
Togo,1976,7.29,51.49,2.46
Togo,1977,7.28,52.09,2.52
Togo,1978,7.27,52.7,2.58
Togo,1979,7.24,53.29,2.64
Togo,1980,7.21,53.87,2.72
Togo,1981,7.16,54.43,2.81
Togo,1982,7.1,54.97,2.92
Togo,1983,7.03,55.48,3.03
Togo,1984,6.96,55.96,3.14
Togo,1985,6.87,56.39,3.25
Togo,1986,6.78,56.79,3.36
Togo,1987,6.68,57.14,3.47
Togo,1988,6.57,57.42,3.58
Togo,1989,6.45,57.65,3.68
Togo,1990,6.33,57.8,3.79
Togo,1991,6.21,57.8,3.89
Togo,1992,6.08,57.9,3.98
Togo,1993,5.96,57.8,4.08
Togo,1994,5.84,57.6,4.18
Togo,1995,5.73,57.6,4.28
Togo,1996,5.62,57.3,4.39
Togo,1997,5.52,56.9,4.51
Togo,1998,5.44,56.6,4.62
Togo,1999,5.36,56.8,4.75
Togo,2000,5.29,56.7,4.87
Togo,2001,5.22,56.7,5.01
Togo,2002,5.17,56.7,5.14
Togo,2003,5.11,56.4,5.28
Togo,2004,5.06,56.8,5.43
Togo,2005,5.01,56.8,5.58
Togo,2006,4.96,57.5,5.73
Togo,2007,4.92,57.5,5.89
Togo,2008,4.88,57.5,6.05
Togo,2009,4.84,58.0,6.22
Togo,2010,4.79,58.7,6.39
Togo,2011,4.75,59.6,6.57
Togo,2012,4.7,60.3,6.75
Togo,2013,4.64,60.7,6.93
Togo,2014,4.58,61.1,7.12
Togo,2015,4.51,61.5,7.3
Tonga,1800,6.51,28.2,0.02
Tonga,1810,6.51,28.2,0.02
Tonga,1820,6.51,28.2,0.02
Tonga,1830,6.51,28.2,0.02
Tonga,1840,6.51,28.2,0.02
Tonga,1850,6.51,28.2,0.02
Tonga,1860,6.51,28.2,0.02
Tonga,1870,6.51,28.2,0.02
Tonga,1880,6.51,28.2,0.02
Tonga,1890,6.51,28.2,0.02
Tonga,1900,6.51,28.2,0.02
Tonga,1910,6.51,28.2,0.02
Tonga,1920,6.51,28.2,0.02
Tonga,1930,6.67,34.15,0.03
Tonga,1940,7.0,46.04,0.03
Tonga,1950,7.33,57.83,0.05
Tonga,1951,7.32,58.0,0.05
Tonga,1952,7.3,58.35,0.05
Tonga,1953,7.29,58.7,0.05
Tonga,1954,7.29,59.05,0.05
Tonga,1955,7.29,59.41,0.06
Tonga,1956,7.31,59.77,0.06
Tonga,1957,7.33,60.12,0.06
Tonga,1958,7.35,60.48,0.06
Tonga,1959,7.36,60.84,0.06
Tonga,1960,7.36,61.2,0.06
Tonga,1961,7.35,61.56,0.06
Tonga,1962,7.3,61.91,0.07
Tonga,1963,7.23,62.26,0.07
Tonga,1964,7.12,62.6,0.07
Tonga,1965,6.97,62.94,0.07
Tonga,1966,6.8,63.27,0.08
Tonga,1967,6.59,63.61,0.08
Tonga,1968,6.37,63.93,0.08
Tonga,1969,6.15,64.26,0.08
Tonga,1970,5.94,64.58,0.08
Tonga,1971,5.76,64.88,0.09
Tonga,1972,5.62,65.17,0.09
Tonga,1973,5.51,65.44,0.09
Tonga,1974,5.45,65.69,0.09
Tonga,1975,5.43,65.93,0.09
Tonga,1976,5.44,66.16,0.09
Tonga,1977,5.47,66.39,0.09
Tonga,1978,5.51,66.61,0.09
Tonga,1979,5.54,66.84,0.09
Tonga,1980,5.55,67.08,0.09
Tonga,1981,5.53,67.32,0.09
Tonga,1982,5.48,67.56,0.09
Tonga,1983,5.39,67.8,0.09
Tonga,1984,5.27,68.04,0.09
Tonga,1985,5.13,68.27,0.09
Tonga,1986,4.99,68.48,0.09
Tonga,1987,4.86,68.67,0.09
Tonga,1988,4.76,68.83,0.09
Tonga,1989,4.69,68.98,0.09
Tonga,1990,4.64,69.1,0.1
Tonga,1991,4.61,69.3,0.1
Tonga,1992,4.58,69.4,0.1
Tonga,1993,4.55,69.5,0.1
Tonga,1994,4.5,69.5,0.1
Tonga,1995,4.45,69.6,0.1
Tonga,1996,4.39,69.7,0.1
Tonga,1997,4.34,69.7,0.1
Tonga,1998,4.3,69.7,0.1
Tonga,1999,4.27,69.6,0.1
Tonga,2000,4.25,69.6,0.1
Tonga,2001,4.24,69.6,0.1
Tonga,2002,4.22,69.7,0.1
Tonga,2003,4.2,69.6,0.1
Tonga,2004,4.18,69.8,0.1
Tonga,2005,4.14,70.0,0.1
Tonga,2006,4.1,70.1,0.1
Tonga,2007,4.06,70.2,0.1
Tonga,2008,4.01,70.3,0.1
Tonga,2009,3.96,68.6,0.1
Tonga,2010,3.91,70.7,0.1
Tonga,2011,3.86,70.8,0.1
Tonga,2012,3.82,71.0,0.1
Tonga,2013,3.77,71.2,0.11
Tonga,2014,3.72,71.3,0.11
Tonga,2015,3.68,71.5,0.11
Trinidad and Tobago,1800,4.44,32.9,0.06
Trinidad and Tobago,1810,4.44,32.9,0.06
Trinidad and Tobago,1820,4.49,32.9,0.06
Trinidad and Tobago,1830,4.56,32.9,0.07
Trinidad and Tobago,1840,4.64,34.87,0.07
Trinidad and Tobago,1850,4.71,38.8,0.08
Trinidad and Tobago,1860,4.79,38.8,0.1
Trinidad and Tobago,1870,4.86,38.8,0.13
Trinidad and Tobago,1880,4.94,38.8,0.16
Trinidad and Tobago,1890,4.29,38.8,0.21
Trinidad and Tobago,1900,4.9,38.8,0.27
Trinidad and Tobago,1910,4.33,38.8,0.34
Trinidad and Tobago,1920,4.03,38.8,0.39
Trinidad and Tobago,1930,4.04,45.01,0.41
Trinidad and Tobago,1940,4.65,50.98,0.49
Trinidad and Tobago,1950,5.28,57.11,0.65
Trinidad and Tobago,1951,5.28,57.36,0.66
Trinidad and Tobago,1952,5.29,57.85,0.68
Trinidad and Tobago,1953,5.31,58.39,0.7
Trinidad and Tobago,1954,5.32,58.98,0.72
Trinidad and Tobago,1955,5.33,59.61,0.74
Trinidad and Tobago,1956,5.34,60.27,0.76
Trinidad and Tobago,1957,5.34,60.97,0.79
Trinidad and Tobago,1958,5.34,61.68,0.81
Trinidad and Tobago,1959,5.32,62.38,0.83
Trinidad and Tobago,1960,5.26,63.07,0.85
Trinidad and Tobago,1961,5.18,63.68,0.87
Trinidad and Tobago,1962,5.05,64.2,0.88
Trinidad and Tobago,1963,4.87,64.63,0.89
Trinidad and Tobago,1964,4.66,64.94,0.9
Trinidad and Tobago,1965,4.43,65.17,0.91
Trinidad and Tobago,1966,4.2,65.31,0.92
Trinidad and Tobago,1967,3.99,65.41,0.93
Trinidad and Tobago,1968,3.8,65.5,0.93
Trinidad and Tobago,1969,3.66,65.6,0.94
Trinidad and Tobago,1970,3.55,65.73,0.95
Trinidad and Tobago,1971,3.48,65.91,0.96
Trinidad and Tobago,1972,3.43,66.11,0.97
Trinidad and Tobago,1973,3.39,66.33,0.98
Trinidad and Tobago,1974,3.35,66.57,1.0
Trinidad and Tobago,1975,3.31,66.83,1.01
Trinidad and Tobago,1976,3.29,67.08,1.03
Trinidad and Tobago,1977,3.27,67.33,1.04
Trinidad and Tobago,1978,3.27,67.54,1.05
Trinidad and Tobago,1979,3.28,67.73,1.07
Trinidad and Tobago,1980,3.28,67.89,1.09
Trinidad and Tobago,1981,3.28,68.03,1.1
Trinidad and Tobago,1982,3.26,68.16,1.12
Trinidad and Tobago,1983,3.22,68.28,1.14
Trinidad and Tobago,1984,3.15,68.39,1.16
Trinidad and Tobago,1985,3.06,68.5,1.17
Trinidad and Tobago,1986,2.95,68.62,1.18
Trinidad and Tobago,1987,2.83,68.74,1.2
Trinidad and Tobago,1988,2.7,68.87,1.2
Trinidad and Tobago,1989,2.57,68.98,1.21
Trinidad and Tobago,1990,2.45,69.1,1.22
Trinidad and Tobago,1991,2.34,69.3,1.23
Trinidad and Tobago,1992,2.23,69.2,1.24
Trinidad and Tobago,1993,2.13,69.3,1.24
Trinidad and Tobago,1994,2.04,69.2,1.25
Trinidad and Tobago,1995,1.96,69.3,1.26
Trinidad and Tobago,1996,1.9,69.3,1.26
Trinidad and Tobago,1997,1.84,69.4,1.26
Trinidad and Tobago,1998,1.8,69.6,1.26
Trinidad and Tobago,1999,1.77,69.3,1.26
Trinidad and Tobago,2000,1.75,69.5,1.27
Trinidad and Tobago,2001,1.74,69.8,1.27
Trinidad and Tobago,2002,1.74,69.9,1.28
Trinidad and Tobago,2003,1.75,70.4,1.28
Trinidad and Tobago,2004,1.76,70.9,1.29
Trinidad and Tobago,2005,1.77,71.1,1.3
Trinidad and Tobago,2006,1.78,71.3,1.3
Trinidad and Tobago,2007,1.79,71.5,1.31
Trinidad and Tobago,2008,1.8,71.7,1.32
Trinidad and Tobago,2009,1.8,71.8,1.32
Trinidad and Tobago,2010,1.8,71.8,1.33
Trinidad and Tobago,2011,1.8,71.9,1.33
Trinidad and Tobago,2012,1.8,72.0,1.34
Trinidad and Tobago,2013,1.8,72.1,1.35
Trinidad and Tobago,2014,1.8,72.3,1.35
Trinidad and Tobago,2015,1.79,72.4,1.36
Tunisia,1800,6.4,28.8,0.86
Tunisia,1810,6.4,28.8,0.87
Tunisia,1820,6.4,6.5,0.89
Tunisia,1830,6.4,28.8,0.93
Tunisia,1840,6.4,28.8,0.99
Tunisia,1850,6.4,14.0,1.05
Tunisia,1860,6.4,28.8,1.11
Tunisia,1870,6.4,28.8,1.2
Tunisia,1880,6.4,28.8,1.32
Tunisia,1890,6.4,28.8,1.48
Tunisia,1900,6.4,28.8,1.65
Tunisia,1910,6.4,28.8,1.84
Tunisia,1920,6.4,28.8,2.15
Tunisia,1930,6.4,30.49,2.56
Tunisia,1940,6.15,34.1,3.03
Tunisia,1950,6.74,38.86,3.61
Tunisia,1951,6.74,39.03,3.7
Tunisia,1952,6.73,39.33,3.77
Tunisia,1953,6.74,39.68,3.84
Tunisia,1954,6.75,40.06,3.89
Tunisia,1955,6.78,40.48,3.94
Tunisia,1956,6.82,40.94,3.99
Tunisia,1957,6.87,41.43,4.03
Tunisia,1958,6.93,41.97,4.08
Tunisia,1959,6.99,42.56,4.12
Tunisia,1960,7.04,43.2,4.18
Tunisia,1961,7.09,43.89,4.24
Tunisia,1962,7.12,44.65,4.3
Tunisia,1963,7.13,45.47,4.38
Tunisia,1964,7.11,46.35,4.46
Tunisia,1965,7.06,47.31,4.55
Tunisia,1966,6.98,48.33,4.64
Tunisia,1967,6.87,49.42,4.74
Tunisia,1968,6.74,50.56,4.84
Tunisia,1969,6.59,51.74,4.95
Tunisia,1970,6.44,52.94,5.06
Tunisia,1971,6.29,54.16,5.17
Tunisia,1972,6.16,55.37,5.29
Tunisia,1973,6.05,56.57,5.41
Tunisia,1974,5.95,57.75,5.53
Tunisia,1975,5.87,58.9,5.65
Tunisia,1976,5.79,60.03,5.78
Tunisia,1977,5.71,61.15,5.92
Tunisia,1978,5.61,62.27,6.05
Tunisia,1979,5.49,63.36,6.21
Tunisia,1980,5.35,64.41,6.37
Tunisia,1981,5.19,65.4,6.55
Tunisia,1982,5.02,66.31,6.73
Tunisia,1983,4.83,67.13,6.93
Tunisia,1984,4.65,67.87,7.13
Tunisia,1985,4.45,68.56,7.32
Tunisia,1986,4.27,69.2,7.51
Tunisia,1987,4.08,69.83,7.69
Tunisia,1988,3.89,70.48,7.87
Tunisia,1989,3.71,71.13,8.05
Tunisia,1990,3.54,71.8,8.23
Tunisia,1991,3.36,72.0,8.42
Tunisia,1992,3.19,72.2,8.6
Tunisia,1993,3.01,72.2,8.78
Tunisia,1994,2.84,72.5,8.96
Tunisia,1995,2.68,72.9,9.11
Tunisia,1996,2.52,73.4,9.26
Tunisia,1997,2.39,73.9,9.38
Tunisia,1998,2.28,74.3,9.5
Tunisia,1999,2.18,74.7,9.6
Tunisia,2000,2.11,75.0,9.7
Tunisia,2001,2.07,75.3,9.79
Tunisia,2002,2.04,75.5,9.86
